a,b,c,abc
851,478,5,2033890
565,586,10,3310900
177,539,3,286209
331,704,8,1864192
275,316,11,955900
686,996,9,6149304
596,539,3,963732
921,751,6,4150026
119,207,6,147798
175,911,10,1594250
945,791,1,747495
598,340,3,609960
133,844,2,224504
447,615,5,1374525
655,774,3,1520910
327,937,3,919197
809,153,2,247554
787,855,3,2018655
919,658,11,6651722
623,439,6,1640982
110,899,3,296670
196,324,9,571536
723,926,11,7364478
999,341,6,2043954
531,654,4,1389096
552,911,2,1005744
395,390,4,616200
143,276,10,394680
719,954,9,6173334
584,841,3,1473432
899,636,2,1143528
148,944,1,139712
413,151,11,685993
548,581,10,3183880
939,979,11,10112091
720,698,1,502560
323,928,9,2697696
431,480,8,1655040
446,683,7,2132326
461,512,7,1652224
489,324,5,792180
685,897,11,6758895
659,955,1,629345
918,384,5,1762560
823,822,1,676506
935,859,5,4015825
145,590,4,342200
748,508,4,1519936
617,386,3,714486
913,179,3,490281
155,837,6,778410
370,803,6,1782660
260,359,5,466700
816,250,5,1020000
288,654,11,2071872
236,787,3,557196
155,259,1,40145
922,319,7,2058826
396,447,5,885060
552,342,10,1887840
124,930,9,1037880
946,101,3,286638
617,181,2,223354
840,920,10,7728000
764,481,3,1102452
724,484,9,3153744
423,801,1,338823
890,319,3,851730
535,165,8,706200
735,144,10,1058400
352,673,11,2605856
180,746,4,537120
868,740,3,1926960
377,820,8,2473120
218,282,7,430332
381,627,8,1911096
983,693,7,4768533
620,306,8,1517760
949,472,5,2239640
827,660,11,6004020
601,131,7,551117
315,426,3,402570
768,190,6,875520
244,420,3,307440
493,302,11,1637746
310,129,11,439890
858,654,8,4489056
405,270,1,109350
903,750,10,6772500
391,450,9,1583550
127,463,2,117602
786,731,6,3447396
562,746,9,3773268
165,314,8,414480
829,766,4,2540056
961,924,8,7103712
108,180,6,116640
427,700,4,1195600
920,843,11,8531160
809,179,9,1303299
881,128,6,676608
424,568,5,1204160
297,511,8,1214136
633,830,8,4203120
208,166,11,379808
475,291,4,552900
226,927,7,1466514
970,720,8,5587200
579,318,10,1841220
109,680,5,370600
481,670,1,322270
769,318,1,244542
960,380,10,3648000
659,243,3,480411
487,617,8,2403832
838,784,6,3941952
629,962,7,4235686
666,258,7,1202796
219,822,2,360036
568,652,8,2962688
108,480,11,570240
774,566,3,1314252
505,895,4,1807900
451,869,5,1959595
479,713,9,3073743
442,358,10,1582360
364,813,7,2071524
213,306,1,65178
848,705,7,4184880
468,262,6,735696
315,178,7,392490
566,228,2,258096
374,999,1,373626
801,552,7,3095064
773,852,4,2634384
748,784,7,4105024
221,680,6,901680
793,960,2,1522560
893,138,10,1232340
870,608,8,4231680
396,233,9,830412
668,497,4,1327984
803,614,7,3451294
641,591,2,757662
335,276,1,92460
170,796,4,541280
294,389,9,1029294
188,911,5,856340
429,717,7,2153151
595,458,3,817530
211,937,4,790828
934,733,10,6846220
869,794,11,7589846
814,884,4,2878304
501,318,8,1274544
126,640,1,80640
160,809,3,388320
175,578,1,101150
728,752,8,4379648
928,672,9,5612544
719,899,10,6463810
280,739,3,620760
933,780,6,4366440
993,898,5,4458570
895,836,1,748220
747,834,5,3114990
779,975,4,3038100
633,230,5,727950
363,120,5,217800
462,421,10,1945020
934,864,9,7262784
692,820,3,1702320
630,553,6,2090340
987,287,5,1416345
103,472,2,97232
553,158,8,698992
501,423,2,423846
830,792,3,1972080
419,385,7,1129205
190,737,10,1400300
903,150,11,1489950
994,925,6,5516700
716,448,5,1603840
804,897,4,2884752
365,140,6,306600
167,284,5,237140
587,486,2,570564
253,138,4,139656
449,899,10,4036510
543,128,6,417024
232,742,8,1377152
516,342,4,705888
908,983,5,4462820
565,175,3,296625
104,574,9,537264
472,776,2,732544
642,992,2,1273728
487,543,4,1057764
751,473,8,2841784
755,298,3,674970
244,984,5,1200480
167,310,5,258850
313,536,4,671072
900,304,11,3009600
225,960,2,432000
586,935,4,2191640
396,580,9,2067120
910,656,8,4775680
991,354,6,2104884
371,245,1,90895
538,468,9,2266056
700,329,11,2533300
801,476,8,3050208
982,262,10,2572840
446,731,9,2934234
901,528,2,951456
478,322,6,923496
794,606,6,2886984
307,323,3,297483
764,668,6,3062112
976,337,5,1644560
728,335,2,487760
937,904,8,6776384
195,734,4,572520
746,659,8,3932912
434,593,5,1286810
993,631,9,5639247
267,115,8,245640
556,161,5,447580
629,288,10,1811520
985,545,7,3757775
412,149,3,184164
417,226,11,1036662
552,626,10,3455520
804,218,11,1927992
392,583,5,1142680
537,243,11,1435401
951,338,1,321438
187,214,10,400180
124,317,4,157232
907,543,5,2462505
835,904,10,7548400
363,710,9,2319570
873,923,10,8057790
697,520,7,2537080
490,579,4,1134840
398,669,1,266262
404,666,10,2690640
772,367,9,2549916
995,840,8,6686400
856,767,7,4595864
818,162,8,1060128
407,965,10,3927550
133,636,1,84588
413,276,6,683928
987,241,5,1189335
902,426,2,768504
199,428,1,85172
659,572,6,2261688
979,482,2,943756
839,201,9,1517751
313,813,11,2799159
437,388,6,1017336
430,899,7,2705990
411,952,4,1565088
149,109,1,16241
916,168,1,153888
387,805,8,2492280
667,278,2,370852
439,942,9,3721842
547,563,9,2771649
402,965,5,1939650
346,266,9,828324
261,128,6,200448
291,430,3,375390
234,207,4,193752
348,705,8,1962720
342,624,8,1707264
845,939,5,3967275
997,582,11,6382794
626,528,9,2974752
836,981,9,7381044
636,325,4,826800
715,240,7,1201200
519,345,11,1969605
748,745,8,4458080
846,960,11,8933760
516,592,8,2443776
581,332,11,2121812
865,703,5,3040475
828,189,10,1564920
845,174,4,588120
180,560,2,201600
937,813,5,3808905
443,618,6,1642644
394,826,7,2278108
619,603,11,4105827
645,636,4,1640880
546,157,6,514332
463,180,8,666720
130,590,1,76700
191,510,1,97410
595,996,9,5333580
376,220,3,248160
371,864,10,3205440
645,777,5,2505825
837,240,8,1607040
616,564,4,1389696
412,560,4,922880
415,995,7,2890475
418,748,3,937992
738,364,3,805896
155,595,11,1014475
810,638,10,5167800
455,195,3,266175
641,474,8,2430672
800,447,1,357600
807,158,9,1147554
543,250,6,814500
471,109,1,51339
452,364,3,493584
492,944,10,4644480
190,637,9,1089270
845,490,2,828100
990,225,1,222750
482,307,3,443922
962,884,9,7653672
753,705,10,5308650
807,981,3,2375001
650,216,1,140400
970,584,6,3398880
886,846,7,5246892
859,130,1,111670
913,908,5,4145020
245,866,3,636510
966,900,5,4347000
930,712,1,662160
130,873,6,680940
199,276,11,604164
157,583,11,1006841
602,161,4,387688
507,419,1,212433
295,320,7,660800
749,479,6,2152626
995,442,11,4837690
647,598,1,386906
680,247,2,335920
658,404,1,265832
743,169,10,1255670
792,681,8,4314816
205,450,4,369000
510,226,1,115260
790,161,4,508760
387,525,7,1422225
764,235,1,179540
230,460,10,1058000
555,295,5,818625
753,611,11,5060913
542,146,5,395660
460,144,9,596160
161,438,4,282072
604,912,2,1101696
208,767,9,1435824
232,668,10,1549760
106,425,3,135150
556,274,2,304688
304,602,2,366016
906,478,11,4763748
542,929,8,4028144
130,588,5,382200
241,208,5,250640
327,816,4,1067328
668,436,6,1747488
235,308,11,796180
716,490,6,2105040
521,194,3,303222
271,784,6,1274784
624,285,3,533520
889,243,5,1080135
773,491,4,1518172
986,578,1,569908
949,149,5,707005
674,158,10,1064920
567,744,1,421848
225,919,7,1447425
274,672,4,736512
856,274,11,2579984
943,320,9,2715840
922,796,7,5137384
488,281,5,685640
298,380,11,1245640
940,546,8,4105920
135,146,4,78840
610,559,9,3068910
942,156,5,734760
379,301,5,570395
386,226,1,87236
275,483,9,1195425
768,485,5,1862400
539,243,11,1440747
644,823,2,1060024
687,243,10,1669410
711,756,10,5375160
706,927,7,4581234
262,822,9,1938276
500,621,3,931500
624,985,8,4917120
421,265,11,1227215
856,588,11,5536608
493,800,10,3944000
155,577,2,178870
407,249,7,709401
384,679,8,2085888
230,656,9,1357920
240,987,8,1895040
279,728,1,203112
908,371,3,1010604
282,208,11,645216
851,161,11,1507121
756,418,3,948024
124,878,5,544360
491,470,1,230770
809,733,2,1185994
957,265,1,253605
805,698,7,3933230
849,552,6,2811888
963,203,9,1759401
982,872,8,6850432
198,664,5,657360
145,706,3,307110
910,119,1,108290
322,481,8,1239056
762,453,3,1035558
545,421,10,2294450
984,326,5,1603920
108,706,10,762480
981,912,9,8052048
398,407,11,1781846
521,373,1,194333
508,665,6,2026920
677,340,8,1841440
442,715,1,316030
431,650,6,1680900
809,518,10,4190620
726,535,8,3107280
911,176,11,1763696
129,237,6,183438
881,163,6,861618
712,776,8,4420096
248,484,9,1080288
487,108,11,578556
663,988,1,655044
700,409,3,858900
921,541,11,5480871
855,757,6,3883410
261,150,8,313200
120,536,1,64320
488,971,4,1895392
397,970,4,1540360
612,943,7,4039812
909,134,3,365418
369,974,7,2515842
204,679,9,1246644
103,420,7,302820
931,852,10,7932120
655,156,2,204360
382,418,8,1277408
791,210,2,332220
852,881,6,4503672
466,659,11,3378034
205,211,8,346040
970,273,2,529620
362,375,8,1086000
231,686,11,1743126
614,155,11,1046870
209,995,11,2287505
989,107,10,1058230
497,146,8,580496
125,533,9,599625
493,591,11,3204993
470,103,6,290460
907,770,10,6983900
291,267,1,77697
819,602,1,493038
834,761,10,6346740
555,346,5,960150
916,692,4,2535488
200,973,6,1167600
938,424,1,397712
673,862,2,1160252
356,144,11,563904
398,226,4,359792
858,411,9,3173742
574,111,3,191142
216,205,1,44280
243,582,3,424278
687,178,7,856002
465,684,4,1272240
798,478,3,1144332
608,474,7,2017344
440,884,1,388960
661,669,2,884418
345,285,3,294975
367,353,3,388653
449,275,3,370425
949,792,7,5261256
915,872,2,1595760
526,221,6,697476
732,468,11,3768336
631,796,1,502276
166,533,7,619346
941,172,1,161852
385,876,11,3709860
520,525,3,819000
968,619,2,1198384
811,349,7,1981273
461,381,8,1405128
218,334,2,145624
190,918,10,1744200
743,660,9,4413420
321,668,1,214428
416,485,4,807040
860,584,5,2511200
901,195,2,351390
249,623,10,1551270
322,707,11,2504194
701,580,7,2846060
118,786,6,556488
285,384,2,218880
363,634,11,2531562
894,433,4,1548408
198,518,5,512820
742,517,2,767228
172,843,10,1449960
997,225,5,1121625
242,891,2,431244
161,999,1,160839
929,771,7,5013813
820,677,11,6106540
902,628,2,1132912
839,410,2,687980
562,505,3,851430
368,340,5,625600
714,776,3,1662192
794,532,4,1689632
353,577,4,814724
727,483,8,2809128
412,393,5,809580
223,228,10,508440
260,803,7,1461460
412,541,4,891568
344,390,8,1073280
588,147,7,605052
254,504,9,1152144
646,818,3,1585284
921,132,3,364716
136,517,8,562496
719,423,2,608274
519,279,1,144801
970,184,11,1963280
995,551,2,1096490
645,170,4,438600
572,715,1,408980
410,491,10,2013100
983,551,10,5416330
974,139,8,1083088
628,475,4,1193200
796,880,6,4202880
817,766,9,5632398
150,989,2,296700
920,664,9,5497920
300,538,2,322800
311,490,3,457170
369,166,7,428778
504,176,4,354816
534,553,8,2362416
120,318,8,305280
666,749,10,4988340
598,915,5,2735850
476,244,8,929152
221,216,6,286416
796,459,2,730728
340,936,7,2227680
625,329,1,205625
604,178,2,215024
820,496,2,813440
842,156,9,1182168
985,220,3,650100
994,437,10,4343780
950,651,9,5566050
355,654,8,1857360
795,307,10,2440650
825,726,5,2994750
276,284,4,313536
512,456,11,2568192
935,410,9,3450150
619,842,5,2605990
667,496,9,2977488
385,326,4,502040
491,141,4,276924
244,173,4,168848
111,344,10,381840
555,291,11,1776555
238,691,5,822290
200,655,5,655000
250,678,11,1864500
319,408,7,911064
990,533,4,2110680
943,215,6,1216470
448,991,8,3551744
326,921,3,900738
508,560,3,853440
849,798,1,677502
156,211,8,263328
993,930,9,8311410
860,163,1,140180
356,572,6,1221792
292,424,7,866656
655,462,7,2118270
769,568,1,436792
230,528,1,121440
818,399,2,652764
921,209,4,769956
830,440,9,3286800
277,724,11,2206028
646,925,5,2987750
767,797,2,1222598
590,814,10,4802600
930,645,5,2999250
444,912,1,404928
954,606,9,5203116
879,591,7,3636423
247,590,11,1603030
608,312,5,948480
603,729,2,879174
802,802,5,3216020
884,926,1,818584
490,961,4,1883560
509,753,5,1916385
243,723,5,878445
623,578,5,1800470
998,298,10,2974040
951,660,11,6904260
382,683,8,2087248
148,505,3,224220
282,596,11,1848792
290,175,4,203000
185,511,10,945350
221,167,2,73814
855,827,5,3535425
611,688,10,4203680
940,269,10,2528600
508,877,9,4009644
911,457,6,2497962
706,953,5,3364090
905,994,10,8995700
718,694,2,996584
799,995,5,3975025
633,886,5,2804190
599,358,8,1715536
287,919,10,2637530
528,622,1,328416
728,692,6,3022656
244,355,10,866200
641,494,11,3483194
364,486,3,530712
269,889,7,1673987
429,898,8,3081936
881,480,11,4651680
193,673,11,1428779
224,756,10,1693440
100,496,11,545600
332,955,11,3487660
237,780,4,739440
687,106,7,509754
397,602,4,955976
131,619,11,891979
448,120,2,107520
240,466,2,223680
713,633,9,4061961
668,369,3,739476
339,173,3,175941
502,710,4,1425680
206,124,9,229896
995,123,10,1223850
462,661,5,1526910
697,817,10,5694490
382,352,9,1210176
349,342,8,954864
645,836,7,3774540
104,766,5,398320
529,597,11,3473943
949,870,5,4128150
171,346,9,532494
583,808,4,1884256
200,223,6,267600
819,680,9,5012280
866,967,5,4187110
450,676,7,2129400
374,820,2,613360
725,552,7,2801400
594,958,9,5121468
799,289,7,1616377
813,168,8,1092672
943,726,4,2738472
474,767,11,3999138
481,469,4,902356
165,605,1,99825
934,245,3,686490
908,723,11,7221324
123,702,5,431730
254,796,4,808736
206,410,11,929060
721,217,10,1564570
451,706,3,955218
315,936,1,294840
518,152,3,236208
876,198,1,173448
729,425,5,1549125
698,243,10,1696140
864,883,8,6103296
821,409,10,3357890
674,270,4,727920
275,429,5,589875
762,568,10,4328160
807,708,6,3428136
973,832,5,4047680
576,634,9,3286656
847,377,7,2235233
967,677,11,7201249
777,949,9,6636357
604,150,11,996600
987,736,7,5085024
566,922,2,1043704
540,855,2,923400
231,138,5,159390
903,354,11,3516282
222,459,9,917082
363,265,3,288585
232,351,10,814320
164,796,7,913808
672,644,4,1731072
792,890,7,4934160
717,312,1,223704
584,488,3,854976
396,906,10,3587760
735,754,1,554190
923,101,7,652561
168,526,10,883680
766,406,3,932988
502,725,5,1819750
503,246,5,618690
218,477,1,103986
400,716,5,1432000
204,438,5,446760
746,709,7,3702398
950,377,10,3581500
653,466,6,1825788
904,380,10,3435200
852,245,10,2087400
254,304,8,617728
603,142,6,513756
251,250,10,627500
716,637,6,2736552
573,155,7,621705
532,821,1,436772
465,357,8,1328040
368,411,10,1512480
909,927,11,9269073
362,572,6,1242384
730,182,11,1461460
258,373,2,192468
440,444,10,1953600
623,628,9,3521196
590,812,9,4311720
723,707,1,511161
744,793,4,2359968
837,573,11,5275611
730,378,8,2207520
561,976,3,1642608
808,427,9,3105144
862,799,7,4821166
394,377,3,445614
103,206,5,106090
671,335,8,1798280
346,565,9,1759410
291,390,6,680940
690,904,6,3742560
310,868,9,2421720
618,211,10,1303980
251,132,3,99396
410,247,9,911430
103,620,7,447020
257,873,5,1121805
129,435,1,56115
495,462,4,914760
571,182,6,623532
720,268,8,1543680
809,297,9,2162457
150,611,2,183300
495,859,10,4252050
619,945,1,584955
906,638,4,2312112
339,166,1,56274
293,909,7,1864359
484,769,3,1116588
953,123,10,1172190
704,407,7,2005696
208,282,3,175968
106,440,6,279840
990,547,7,3790710
792,749,7,4152456
622,189,9,1058022
749,668,6,3001992
659,354,5,1166430
148,279,10,412920
176,939,11,1817904
447,494,10,2208180
975,846,9,7423650
553,100,9,497700
753,374,7,1971354
332,855,3,851580
213,410,4,349320
682,694,9,4259772
396,921,3,1094148
535,847,9,4078305
214,908,8,1554496
902,278,9,2256804
195,561,8,875160
331,518,2,342916
706,917,3,1942206
673,130,1,87490
286,752,10,2150720
379,457,3,519609
389,238,3,277746
636,573,10,3644280
350,797,8,2231600
751,296,9,2000664
818,114,6,559512
297,295,6,525690
353,510,2,360060
208,276,6,344448
312,469,9,1316952
192,832,1,159744
175,610,7,747250
968,529,5,2560360
196,908,6,1067808
767,450,3,1035450
290,692,9,1806120
462,561,10,2591820
710,396,9,2530440
424,769,9,2934504
937,858,2,1607892
775,407,3,946275
860,714,5,3070200
412,199,4,327952
767,228,3,524628
208,414,1,86112
833,116,7,676396
591,705,4,1666620
167,831,9,1248993
643,669,9,3871503
865,410,1,354650
798,295,11,2589510
982,653,10,6412460
562,118,2,132632
213,394,2,167844
769,956,7,5146148
247,595,3,440895
364,993,4,1445808
494,359,3,532038
597,912,11,5989104
146,821,2,239732
118,205,2,48380
596,723,5,2154540
963,141,7,950481
437,135,11,648945
344,704,10,2421760
847,823,9,6273729
325,199,8,517400
885,689,4,2439060
415,698,5,1448350
352,563,7,1387232
725,973,10,7054250
207,963,9,1794069
237,409,9,872397
749,878,1,657622
493,295,2,290870
787,626,6,2955972
975,345,7,2354625
384,383,10,1470720
857,806,9,6216678
397,249,4,395412
949,590,10,5599100
229,844,2,386552
159,255,10,405450
551,488,10,2688880
575,423,5,1216125
631,420,7,1855140
773,278,2,429788
274,169,5,231530
220,913,5,1004300
462,234,2,216216
257,461,7,829339
601,265,1,159265
846,625,11,5816250
547,251,11,1510267
744,580,8,3452160
417,561,4,935748
835,662,2,1105540
831,430,6,2143980
145,638,5,462550
201,409,9,739881
882,411,6,2175012
184,665,6,734160
156,317,2,98904
763,728,10,5554640
937,813,10,7617810
444,868,7,2697744
373,300,4,447600
825,266,3,658350
190,421,10,799900
623,813,2,1012998
739,528,1,390192
923,249,11,2528097
888,249,10,2211120
871,327,7,1993719
155,156,9,217620
843,931,4,3139332
818,247,7,1414322
278,943,9,2359386
676,933,1,630708
658,145,1,95410
661,425,1,280925
741,860,7,4460820
688,264,9,1634688
984,123,8,968256
285,284,3,242820
701,319,1,223619
855,383,11,3602115
779,356,1,277324
952,403,5,1918280
562,112,2,125888
593,479,3,852141
471,344,3,486072
632,358,8,1810048
191,483,7,645771
338,664,11,2468752
910,810,3,2211300
458,451,7,1445906
500,749,9,3370500
469,540,2,506520
829,693,3,1723491
905,722,6,3920460
544,865,6,2823360
309,143,4,176748
332,268,3,266928
645,142,10,915900
537,867,10,4655790
838,444,8,2976576
711,383,1,272313
248,575,7,998200
830,410,4,1361200
700,875,7,4287500
652,796,9,4670928
174,461,5,401070
981,894,8,7016112
842,987,1,831054
153,423,8,517752
407,201,2,163614
550,153,1,84150
733,990,10,7256700
888,300,9,2397600
548,564,10,3090720
378,811,3,919674
558,607,7,2370942
926,475,4,1759400
520,693,4,1441440
805,676,11,5985980
683,884,8,4830176
178,655,8,932720
102,395,11,443190
441,227,11,1101177
120,543,1,65160
144,449,9,581904
452,600,10,2712000
966,866,1,836556
813,937,2,1523562
635,552,3,1051560
513,173,7,621243
712,842,5,2997520
932,616,5,2870560
234,355,5,415350
856,902,2,1544224
512,176,6,540672
890,336,3,897120
866,343,1,297038
602,928,7,3910592
422,935,1,394570
167,418,3,209418
472,999,1,471528
405,850,8,2754000
245,388,3,285180
794,235,4,746360
982,664,3,1956144
580,731,4,1695920
498,110,11,602580
620,390,10,2418000
407,262,10,1066340
766,153,8,937584
418,208,10,869440
963,391,8,3012264
811,458,4,1485752
889,246,4,874776
171,605,6,620730
547,582,3,955062
333,305,3,304695
840,772,3,1945440
529,664,4,1405024
771,404,2,622968
279,698,2,389484
960,634,1,608640
477,722,1,344394
534,188,1,100392
534,539,1,287826
750,817,8,4902000
278,446,7,867916
205,175,10,358750
546,525,11,3153150
828,705,8,4669920
814,597,3,1457874
346,141,11,536646
145,534,8,619440
138,522,7,504252
457,517,5,1181345
943,177,8,1335288
652,125,9,733500
718,160,8,919040
914,231,8,1689072
719,376,7,1892408
805,427,6,2062410
413,871,9,3237507
246,290,4,285360
465,960,1,446400
235,105,1,24675
171,446,3,228798
307,551,2,338314
897,363,9,2930499
993,717,10,7119810
538,297,11,1757646
129,978,1,126162
791,834,5,3298470
669,706,11,5195454
976,935,10,9125600
555,538,1,298590
102,535,4,218280
811,727,3,1768791
205,577,3,354855
526,855,3,1349190
439,626,5,1374070
285,383,2,218310
633,997,4,2524404
439,700,4,1229200
748,107,9,720324
307,417,4,512076
159,463,1,73617
619,812,11,5528908
621,929,1,576909
874,575,2,1005100
296,860,9,2291040
151,137,8,165496
233,739,6,1033122
212,496,11,1156672
241,599,4,577436
258,716,5,923640
813,740,5,3008100
716,635,1,454660
278,961,6,1602948
777,818,6,3813516
465,219,11,1120185
478,367,6,1052556
858,745,6,3835260
509,913,6,2788302
568,901,4,2047072
176,291,5,256080
217,457,7,694183
517,595,2,615230
973,140,9,1225980
336,956,9,2890944
821,404,5,1658420
561,680,6,2288880
948,393,9,3353076
652,903,10,5887560
277,195,6,324090
187,231,10,431970
857,241,8,1652296
322,384,6,741888
259,999,4,1034964
356,794,6,1695984
141,538,9,682722
860,568,4,1953920
893,799,3,2140521
789,769,8,4853928
365,130,11,521950
855,710,7,4249350
740,539,1,398860
854,294,11,2761836
262,131,2,68644
918,611,2,1121796
526,457,2,480764
542,480,2,520320
289,367,5,530315
928,522,5,2422080
994,848,3,2528736
947,571,4,2162948
484,811,3,1177572
820,298,9,2199240
217,516,11,1231692
649,560,10,3634400
839,486,4,1631016
591,739,6,2620494
560,120,10,672000
459,171,2,156978
572,114,2,130416
263,289,10,760070
614,752,7,3232096
513,369,9,1703673
978,991,4,3876792
503,111,7,390831
900,512,6,2764800
470,902,5,2119700
188,639,4,480528
724,442,7,2240056
256,995,5,1273600
697,161,10,1122170
267,813,1,217071
351,837,10,2937870
598,317,8,1516528
320,986,9,2839680
493,862,1,424966
201,151,6,182106
997,227,5,1131595
879,601,5,2641395
999,853,2,1704294
347,545,10,1891150
604,417,11,2770548
432,156,10,673920
678,763,9,4655826
910,709,5,3225950
448,558,9,2249856
209,469,7,686147
193,253,1,48829
497,424,4,842912
528,974,9,4628448
530,406,7,1506260
105,161,5,84525
194,267,4,207192
315,613,11,2124045
919,705,5,3239475
787,626,9,4433958
640,604,4,1546240
428,822,11,3869976
669,603,1,403407
477,312,5,744120
890,869,5,3867050
510,470,3,719100
252,503,7,887292
277,889,1,246253
874,561,7,3432198
421,822,5,1730310
101,765,7,540855
838,872,7,5115152
612,165,3,302940
822,979,3,2414214
570,481,9,2467530
457,666,6,1826172
857,335,2,574190
824,880,2,1450240
991,796,10,7888360
304,577,1,175408
718,960,9,6203520
493,473,10,2331890
888,688,1,610944
221,474,6,628524
118,980,1,115640
158,197,4,124504
613,920,4,2255840
913,940,4,3432880
617,318,11,2158266
449,401,8,1440392
611,972,9,5345028
369,428,2,315864
243,245,6,357210
784,471,6,2215584
299,968,8,2315456
595,186,6,664020
836,794,11,7301624
778,610,5,2372900
277,587,11,1788589
194,543,7,737394
325,197,3,192075
116,323,1,37468
266,165,2,87780
892,552,4,1969536
740,399,1,295260
640,300,5,960000
163,659,11,1181587
308,963,1,296604
462,514,8,1899744
177,463,2,163902
543,861,9,4207707
968,622,10,6020960
839,886,8,5946832
562,611,7,2403674
355,119,9,380205
126,521,11,722106
375,503,2,377250
536,624,5,1672320
823,344,8,2264896
158,748,10,1181840
898,458,6,2467704
788,829,5,3266260
463,287,9,1195929
939,956,2,1795368
997,364,10,3629080
502,255,9,1152090
639,762,8,3895344
493,743,9,3296691
502,783,8,3144528
943,632,7,4171832
369,553,5,1020285
638,663,9,3806946
157,896,1,140672
675,462,5,1559250
926,731,2,1353812
248,826,3,614544
116,874,3,304152
114,101,7,80598
447,475,3,636975
867,699,7,4242231
904,712,3,1930944
403,307,8,989768
949,518,10,4915820
819,977,1,800163
789,161,7,889203
505,393,5,992325
890,854,7,5320420
533,978,4,2085096
495,312,6,926640
955,475,3,1360875
999,186,7,1300698
122,806,10,983320
413,332,1,137116
607,123,10,746610
179,777,9,1251747
712,971,11,7604872
284,361,4,410096
510,380,7,1356600
850,134,8,911200
416,753,2,626496
233,772,9,1618884
780,614,7,3352440
755,957,1,722535
483,412,9,1790964
960,843,3,2427840
286,763,3,654654
607,714,3,1300194
583,816,6,2854368
877,579,9,4570047
154,831,2,255948
462,497,11,2525754
689,315,11,2387385
638,441,3,844074
757,334,7,1769866
386,196,10,756560
417,925,10,3857250
620,537,2,665880
226,113,6,153228
539,394,11,2336026
901,937,11,9286607
999,896,8,7160832
633,345,9,1965465
960,890,10,8544000
132,241,3,95436
144,954,4,549504
213,234,4,199368
192,966,7,1298304
175,798,2,279300
778,137,6,639516
934,108,11,1109592
151,361,8,436088
718,191,1,137138
819,397,2,650286
235,688,7,1131760
875,453,6,2378250
815,600,10,4890000
927,172,3,478332
561,242,4,543048
220,343,3,226380
876,893,3,2346804
276,985,6,1631160
468,287,5,671580
856,525,9,4044600
597,701,9,3766473
719,245,10,1761550
138,842,3,348588
997,462,7,3224298
128,336,4,172032
440,778,10,3423200
342,394,3,404244
365,956,8,2791520
293,312,2,182832
373,450,11,1846350
385,283,3,326865
533,288,10,1535040
152,499,6,455088
436,921,7,2810892
497,979,7,3405941
455,256,8,931840
791,721,6,3421866
774,963,2,1490724
992,765,2,1517760
723,935,6,4056030
191,107,3,61311
469,924,8,3466848
653,248,5,809720
861,514,8,3540432
154,727,1,111958
648,181,5,586440
266,933,7,1737246
254,619,11,1729486
208,790,9,1478880
878,793,2,1392508
371,667,11,2722027
713,405,8,2310120
774,942,1,729108
609,529,10,3221610
754,170,9,1153620
486,153,9,669222
814,705,4,2295480
219,556,4,487056
759,987,2,1498266
366,571,10,2089860
278,800,1,222400
177,535,1,94695
403,513,8,1653912
414,794,11,3615876
836,183,11,1682868
152,693,6,632016
324,875,5,1417500
688,479,3,988656
999,201,9,1807191
788,393,1,309684
306,677,11,2278782
910,597,10,5432700
736,825,8,4857600
319,153,4,195228
392,370,8,1160320
404,864,9,3141504
465,519,1,241335
220,409,1,89980
952,482,9,4129776
408,581,6,1422288
395,343,4,541940
762,656,8,3998976
543,646,10,3507780
570,193,8,880080
333,963,8,2565432
919,918,4,3374568
316,906,8,2290368
590,563,6,1993020
980,272,9,2399040
955,816,5,3896400
200,962,1,192400
826,718,7,4151476
161,310,8,399280
992,554,1,549568
113,503,3,170517
462,798,7,2580732
275,457,7,879725
386,562,10,2169320
266,687,7,1279194
692,203,2,280952
950,608,2,1155200
909,806,5,3663270
653,823,7,3761933
598,274,2,327704
437,388,6,1017336
449,957,7,3007851
337,507,9,1537731
346,114,4,157776
336,345,3,347760
927,307,10,2845890
170,844,4,573920
694,914,4,2537264
151,142,4,85768
167,996,11,1829652
926,532,6,2955792
297,775,1,230175
878,214,4,751568
288,970,6,1676160
780,419,11,3595020
458,882,1,403956
586,709,11,4570214
247,951,5,1174485
953,518,10,4936540
202,292,9,530856
327,629,5,1028415
377,855,8,2578680
125,724,2,181000
874,338,8,2363296
116,898,7,729176
663,239,5,792285
409,566,8,1851952
950,352,6,2006400
565,973,7,3848215
755,108,10,815400
726,937,4,2721048
219,620,7,950460
608,934,10,5678720
321,170,7,381990
552,225,2,248400
999,804,9,7228764
659,696,2,917328
965,709,10,6841850
550,320,5,880000
985,939,2,1849830
798,439,6,2101932
317,578,8,1465808
424,343,10,1454320
266,124,8,263872
525,147,11,848925
341,285,9,874665
473,334,3,473946
113,824,11,1024232
275,484,10,1331000
131,254,1,33274
158,436,5,344440
208,630,6,786240
561,109,11,672639
139,307,2,85346
486,851,7,2895102
116,950,4,440800
335,805,8,2157400
532,504,4,1072512
154,192,8,236544
189,989,10,1869210
917,225,8,1650600
246,197,9,436158
566,203,9,1034082
317,480,3,456480
889,738,5,3280410
776,658,5,2553040
583,448,8,2089472
349,219,5,382155
356,182,11,712712
746,677,4,2020168
982,197,9,1741086
343,862,4,1182664
495,966,1,478170
101,111,7,78477
242,253,9,551034
