a,b,c,d,exp
995.66,664.03,613.68,849.72,1368791.698
992.44,523.93,963.24,399.12,1913167.571
651.42,644.05,290.17,769.35,509315.9953
997.92,422.77,385.95,510.62,1145312.349
222.39,939.49,792.86,822.38,678906.6717
719.74,142.65,632.74,872.54,919258.1152
848.3,731.65,760.48,571.22,1298513.94
425.3,972.99,884.96,482.81,964517.1016
465.04,615.1,556.81,333.02,526632.5977
587.08,766.25,941.73,651.7,1232170.019
357.78,936.68,873.54,152.4,891231.06
692.18,107.04,623.59,946.17,868923.8105
987.26,846.43,342.21,962.99,1092752.982
408.75,963.8,317.01,911.43,268483.3326
965.7,882.03,982.19,346.91,1897620.596
832.2,769.96,470.83,783.79,915021.5189
202.92,921.51,539.23,285.32,332230.8393
164.58,365.7,440.63,397.19,221638.5633
588.47,417.19,583.02,346.99,686556.2513
293.12,868.42,856.59,794.42,820460.1825
707.37,227.43,374.52,733.34,641370.8873
777.43,724.13,322.83,835.35,709451.9638
282.23,649.68,258.89,239.61,146917.415
575.91,138.31,526.13,908.64,609393.745
923.23,219.13,215.79,122.95,899041.907
781.52,123.48,648.02,568.07,1031271.501
994.99,137.81,813.87,103.02,1652492.497
354.21,658.37,436.08,814.24,316444.7305
725.05,981.48,121.02,541.27,540884.6129
195.66,283.43,624.03,423.75,428120.0265
954.33,933.69,409.82,278.82,1078977.001
230.97,969.43,208.03,880.64,97504.2618
814.86,295.72,514.68,434.07,929326.392
633.68,264.28,404.93,318.94,565837.5873
283.94,853.16,326.63,336.01,187645.0905
317.54,475.11,894.43,649.61,901486.2865
521.7,416.06,346.31,662.64,392764.1461
403.88,134.78,440.25,776.85,357715.9669
457.83,768.47,422.86,570.85,388989.7385
534.37,960.89,716.25,233.91,798799.2694
910.09,952.08,433.38,731.01,1016813.043
153.1,924.18,433.24,660.38,211796.8876
948.48,213.09,956.41,923.16,1815257.559
279.69,274.03,270,692.17,151818.6661
421.52,720.56,939.44,434.52,1060661.144
983.37,985.09,449.32,681.46,1169586.479
705.09,850.41,980.71,333.44,1459277.452
877.28,741.77,129.65,987.05,787416.3709
258.7,552.03,169.92,681.17,96479.6664
936.99,802.04,220.34,528.58,927028.5557
283.14,623.01,871.16,476.47,839564.4752
600.73,102.33,839.05,127.33,1065008.765
569.06,355.22,281.51,998.93,404076.0937
310.02,893.61,613.42,379.6,472776.0968
122.73,972.23,222.71,264.94,64927.337
180.37,136.82,402.42,165.52,194640.7133
409.53,458.84,370.79,815.11,306015.155
269.79,964.74,623.89,183.54,462208.9162
603.77,851.46,951.67,516.41,1270730.412
616.05,462.85,853.3,995.3,1108633.793
770.04,261.95,449.55,496.08,795552.8841
555.56,322.42,967.35,940.44,1245353.376
533.57,194,143.41,175.06,305438.433
982.64,842.33,811.45,655.05,1624687.522
704.11,699.84,947.09,364.98,1393115.34
647.63,112.18,373.18,669.67,559357.5993
936.43,582.73,191.41,117.44,913656.373
472.75,890.5,666.2,294.13,667609.1325
260.56,645.9,317.47,465.85,169144.5645
150.19,997.95,708.43,883.52,525313.621
222.04,828.18,608.15,195.76,419343.9441
719.74,792.58,957.22,872.82,1435168.616
245.47,577.72,243.71,876.12,120526.205
212.78,638.11,955.7,707.2,959345.0184
933.96,135.92,565.57,895.56,1193046.267
757.81,209.03,203.03,897.26,616394.437
938.2,719.63,299.95,939.15,971128.3925
127.63,289.79,103.3,915.75,27876.0569
742.27,229.66,323.5,816.96,656433.9629
358.11,300.96,152.66,301.12,151848.9677
313.95,486.11,168.96,618.91,127730.9941
569.28,740.7,507.89,960.32,582992.2905
260.63,141.69,221.22,414.12,117280.4053
168,742.5,387.25,932.49,179119.0525
982.25,420.74,522.79,268.64,1238393.087
339.12,532.4,130.3,950.28,132930.7444
759.18,263.49,514.28,917.2,841755.3908
368.92,167.35,160.49,681.28,162540.2865
984.18,975.62,252.63,510.26,1032942.449
404.59,229.75,798.79,857.51,802616.0422
586.31,376.38,364.46,864.14,477454.6477
166.48,305.7,189.18,781.97,64286.6328
594.35,170.65,928.94,565.42,1216746.866
631.63,506.34,110.72,469.18,411684.5553
709.7,554.02,216.67,675.58,551295.5589
233.91,586.13,100.59,771.76,65603.9962
735.05,433.96,734.29,557.78,1080038.087
865.9,676.96,317.88,152.83,850983.3344
206.95,385.62,450.93,747.54,246913.7074
250.78,318.16,419.14,359.11,238928.058
571.33,369.74,619.84,729.29,711348.8845
124.28,203.6,505.61,965.44,272052.4305
881.01,871.11,126.76,286.17,792532.8877
958.16,345.64,561.2,818.69,1233834.716
101.78,111.26,520.87,265.95,281930.6753
580.3,310.63,181.39,332.75,369983.1721
900.2,210.38,724.52,734.01,1336023.28
544.77,515.29,104.58,733.56,308444.8893
166.45,371.43,786.25,398.18,646292.845
901.61,874.94,314.78,973.23,912960.2705
700.83,342.09,361.97,709.44,622894.4098
946.56,746,119.09,834.82,910993.0817
744.22,940.1,913.02,490.75,1387959.679
832.75,281.36,116.18,827.02,707797.3749
693.91,116.28,134.93,572.3,500289.493
954.69,841.33,548.03,834.75,1212604.627
731.05,537.8,235.81,301.34,590341.7986
177.3,929.51,586.65,910.2,376503.7125
164.39,777.1,343.57,155.25,145219.667
794.5,468.34,144.49,464.72,652572.3301
716.36,404.16,935.97,925.2,1390136.691
468.5,738.23,876.87,379.83,988773.0769
225.56,274.92,235.17,188.89,106371.1325
596.8,554.6,515.94,813.18,623177.5036
162.21,376.72,682.97,932.18,493692.285
349.34,136.73,736.2,660.04,664688.9156
884.72,483.29,286.1,123.5,864706.1884
122.38,261.93,144.12,178.29,35925.7288
246.25,143.89,950.36,987.05,964810.2421
896.32,804.9,150.27,489.85,826460.4653
212.56,350.89,600.86,366.86,406581.3532
563.09,188.09,308.43,872.86,413072.273
602.39,962.85,362.6,464.66,494817.1321
914.42,976.2,840.29,821.37,1543072.591
317.37,832.6,998.1,459.01,1097386.337
910.4,776.08,263.77,878.05,899280.8229
720.56,765.46,539.92,205.79,810926.11
543.6,756.45,616.32,105.88,675457.1824
248.89,262.37,942.37,917.41,950924.859
966.1,211.8,576.24,535.8,1265937.548
712.76,794.36,572.7,348.76,836360.8676
662.05,841.4,349.33,242.39,560584.0414
359.48,746.78,127.06,983.42,146353.534
853.89,686.95,595.78,914.91,1084996.851
981,712.36,272.27,198.67,1036690.623
368.3,156.23,186.02,429.91,170678.2404
997.27,889.02,536.5,620.25,1282999.953
173.24,946.04,341.71,887.04,147664.8617
468.99,530,937.54,458.45,1099391.322
663.82,996.64,261.6,282.43,509373.9824
197.62,511.83,353.21,552.09,164363.0585
919.28,436.41,802.1,374.27,1488814.398
344.66,595.34,687.23,965.08,592040.6685
154.54,174.64,228.25,660.29,76640.9641
323.51,709.49,180.92,321.03,137711.7965
932.8,109.51,567.94,673.33,1193345.014
849.99,697.06,497.47,453.25,970412.651
524.89,186.25,124.21,620.89,291558.5262
640.71,638.53,856.33,895.64,1144706.013
275.63,541.45,963.72,297.66,1005025.795
624.74,562.88,769.47,908.45,983292.5985
545.35,229.64,938.17,648.52,1178218.091
673.88,260.25,492.11,686.8,696973.3065
549.57,563.4,929.07,568.51,1165766.76
906.24,980.17,764.48,752.22,1406452.828
471.61,546.57,505.1,633.3,478175.3021
116.95,407.02,388.09,491.45,164782.6006
987.47,172.51,178.28,178.91,1007059.669
403.1,529.61,173.11,470.05,192926.7321
480.46,371.62,251.16,939.01,294862.1672
589.45,100.87,217.38,688.06,395393.4269
914.92,531.05,562.29,273.61,1153522.261
260.55,961.15,997.79,489.89,1063961.077
985.47,638.44,625.9,402.81,1363304.741
697.67,858.67,860.55,867.28,1228157.011
354.32,464.25,728.01,287.18,655828.4025
219.68,877.79,233.57,319,103133.2473
559.32,965.09,901.86,794.16,1126984.482
403.37,278.39,815.2,406.24,827664.6369
261.59,559.69,642.78,940.86,482536.3165
435.03,269.74,367.95,712.16,325350.4634
642.83,429.51,289.03,477.25,497245.9998
652.53,260.24,161.82,957.91,452939.0233
276.83,457.75,342.67,935.08,194992.6578
725.57,652.73,375.45,862,668276.5274
377.89,564.17,679.61,721.47,605392.0742
800.73,530.18,839.79,949.2,1347364.977
348.92,408.08,990.97,919.75,1104686.457
357.5,172.05,233.27,995.24,183216.3829
535.7,778.38,672.82,451.56,740112.8024
812.91,803.68,931.41,871.16,1529218.416
739.99,299.89,964.51,769.87,1478634.61
611.86,367.14,933.86,700.5,1247167.659
662.63,142.12,845.84,481.09,1155004.913
363.48,192.64,695.38,269.63,615940.6848
265.85,787.61,109.26,489.49,83103.4601
560.81,720.68,847.91,880.16,1034339.384
949.59,240.65,340.28,253.2,1017764.847
555.17,168.28,182.83,236.51,341877.0478
347.82,895.74,211.23,322.72,165919.5853
371.18,629.88,566.46,574.74,459226.264
782,524.25,622.61,340.49,999507.7021
106.67,925.35,662.12,382.44,450163.8233
615.78,241.27,267.83,712.43,451630.3473
129.29,236.14,704.16,945.79,513502.9997
701.62,920.39,983.84,177.9,1460389.67
962.26,168.52,861.25,703.65,1668399.52
247.28,954.13,828.75,713.45,748687.4109
570.68,581.32,998.4,749.93,1323228.152
210.78,461.38,394.57,362.77,200476.4633
501.69,233.39,271.38,951.07,326291.0305
548.78,604.77,921.63,592.35,1151153.695
297.34,642.27,647.63,171.48,508007.1725
226.84,262.98,992.67,593.14,1037443.255
772.18,840.6,459.51,819.57,808230.9625
413.74,948.94,694.41,908.82,654294.8557
391.17,560.39,346.04,918.56,273676.2105
767.93,670.19,656.64,409.02,1021301.595
437.87,838.89,357.5,513.21,320049.5969
570.93,522.75,311.73,947.74,424084.3978
591.35,930.28,635.88,392.04,754430.2369
786.19,173.1,441.09,758.91,813414.0142
195.34,123.61,226.95,690.53,90354.5481
892.6,454.55,203.55,391.94,838559.3025
750.74,473.53,344.61,801.36,683167.9597
142.4,778.43,523.28,327.96,294427.6784
810.56,557.93,831.7,586.76,1349319.164
422.95,901.61,821.36,581.56,854100.5121
414.62,963.25,746.4,730.58,729753.2844
712.29,983.37,397.41,696.69,665988.4422
613.86,365.4,132.36,789.36,395132.6292
109.12,146.6,570.03,462.32,337303.6953
585.47,222.17,469.55,720.16,563972.4834
386.88,159.6,798.57,692.19,788082.3693
667.82,833.1,349.17,935.89,568839.1313
346.47,144.58,373.04,186.81,259387.1125
907.84,657.82,574.31,638.79,1154644.232
237.93,688.81,551.67,793.07,361743.5438
303.6,792.17,899.88,167.11,902124.0844
900,314.89,701.71,923.75,1303320.674
990.08,813.07,198.48,889.77,1020542.487
534.74,896.99,554.27,682.9,593845.0005
310.87,891.83,554.38,385.82,404363.1613
154.81,896.33,536.98,789.42,313103.0765
298.47,940.83,785.69,531.09,706924.207
710.03,301.43,556.22,575.68,814098.9693
578.9,287.06,387.1,954.61,485926.23
681.28,189.52,435.76,720.33,654749.546
602.18,791.3,365.99,124.4,496693.8325
443.78,898.46,788.82,768.05,819945.7308
734.27,972.58,718.77,743.53,1056526.276
886.66,383.44,850.29,538.39,1509697.43
745.91,349.7,894.62,568.79,1357295.463
331.21,414.93,455.89,223.19,317758.9462
967.01,618.54,224.79,638.52,986277.4042
340.27,137.52,207.94,146.56,159169.2765
367.22,491.51,907.53,196.88,958658.1093
905.25,911.1,985.78,408.16,1791647.931
458.11,294.57,888.23,470.71,999288.015
881.46,742.46,859.77,597.78,1516773.965
844.93,787.15,570.99,961.29,1040897.575
658.91,381.72,306.45,698.63,528772.6206
156.4,815.61,242.93,902.68,84378.6249
800.38,406.26,616.52,855.96,1021561.015
964.86,583.5,760.88,494.9,1510388.094
336.24,984.45,707.65,876.71,614702.5701
274.39,661.87,158.25,809.17,101142.1046
972.98,111.01,646.59,423.13,1365191.839
892.42,216.92,824.48,813.52,1476994.247
558.06,125.08,927.48,622.9,1172273.014
923.61,483.54,752.79,692.34,1420440.556
665.79,277.36,355.69,551.2,570342.9002
987.1,370.95,417.76,899.37,1149789.198
124.28,158.13,788.98,967.49,638902.4488
912.49,782.7,812.16,272.72,1492514.586
192.74,241.83,717.68,723.43,552936.72
919.68,119.81,721.14,459.86,1366314.062
201.9,771.92,381.7,304.85,186763.35
129.55,513.4,991.27,193.23,999592.6454
146.93,132.68,392.56,653.13,176344.9085
506.45,608.64,548.8,855.96,558529.0025
914.56,595.13,327.51,820.45,944503.2437
369.89,522.56,559.22,224.75,449770.3705
522.31,240.89,967.83,543.86,1210046.505
301.56,804.63,815.23,439.97,755978.3565
199.41,753.32,550.01,333.12,342608.4682
613.89,514.37,783.4,526.6,991103.0921
147.28,275.17,868.73,313.62,776696.8313
841.61,818.27,887.89,762.03,1497418.074
934.27,656.97,763.75,650.94,1456825.435
459.47,232.7,995.3,755.37,1202490.141
483.68,984.12,655.45,181.54,663742.5849
419.17,199.5,995.15,439.95,1166466.961
457.96,580.3,817.46,244.44,878212.6532
905.68,592.37,755.5,712.13,1391748.642
323.38,576.79,601.76,275.88,466965.602
782.31,667.2,126.88,615.36,628722.8305
931.35,769.05,510.05,447.33,1128011.155
789.86,883.19,705.7,908.34,1122799.65
338.25,622.91,982.06,479.68,1079334.586
124.17,779.57,468.12,825.74,235380.2633
779.51,973.73,712.14,160.88,1114940.1
375.7,214.64,421.58,253.89,319134.0764
462.18,977.07,467.4,297,432370.1124
730.39,496.87,434.05,204.94,722073.8946
692.45,699.96,618.76,288.41,862639.3501
137.14,792.54,659.59,355.36,454221.7077
424.12,733.3,687.28,879.59,653111.1628
933.36,374.09,268.01,681.46,943671.7097
506.29,375.93,221.43,852.83,306213.639
453.11,521.97,856.08,292.68,938474.3185
255.62,129.73,420.25,992.12,242943.7669
870.78,921.62,262.55,359.9,827550.2109
914.7,435.04,331.08,540.36,946830.4164
591.95,965.84,465.44,402.93,567442.1261
619.99,459.11,668.95,743.91,832625.6126
417.35,791.92,770.91,381.07,768864.3206
649.04,811.36,855.15,799.32,1153333.764
541.75,380,587.65,738.87,639564.455
729.3,505.56,188.51,352.81,567767.3201
833.66,139.98,851.28,212.28,1419878.914
284.01,100.26,631.79,824.8,480645.0842
647.8,818.72,610.03,370.93,792152.3709
338.53,250.38,931.79,392.79,983227.955
793.99,541.03,281.03,290.51,709688.491
447.87,324.39,312.41,315.94,298503.485
148.07,499.89,890.99,590.16,816378.065
104.25,223.19,660.16,570.48,447249.7681
248.23,150.05,524.94,377.26,337557.3965
933.5,216.84,671.8,764.06,1323501.55
327.12,819.15,330.66,644.18,216987.71
357.23,410.6,241.84,279.73,186379.5885
819.31,297.74,208.17,500.4,715104.025
980.68,709.23,633.47,502.55,1363520.053
264.36,550.91,877.52,699.48,840627.04
641.77,890.55,255.01,861.83,477760.663
122.3,699.36,685.86,848.81,486210.0396
824.17,736.26,603.53,813.51,1044318.16
922.61,306.13,242.65,898.85,910987.0846
917.79,437.28,821.88,594.49,1518419.709
683.92,123.33,122.97,818.26,483686.4473
986.56,873.45,578.53,842.95,1308840.545
315.71,453.86,636.15,181.55,504541.1766
637.36,606.21,763.79,277.5,989880.4337
937.84,389.39,146.87,482.19,901596.8525
631.69,614.95,542.89,155.3,693917.1082
700.6,177.03,510.68,599.85,752234.2724
219.55,330.83,148.88,867.67,71235.1269
648.71,454.2,829.23,782.84,1109229.897
217.27,481.87,505.53,282.64,303049.4738
190.43,207.89,937.67,313.9,915802.5138
504.46,538.55,786.58,233.24,873421.228
264.95,895.79,259.35,395.11,137856.035
370.49,372,479.6,990.87,368269.8701
577.35,287.25,912.4,301.32,1166108.103
734.74,815.34,101.24,405.4,550497.8052
937.97,905.16,345.61,876.68,1000110.673
336.65,192.98,234.78,795.65,169250.5209
365.07,536,283.8,144.02,213962.5649
719.42,172.83,560.96,244.03,832485.288
553.61,284.13,702.31,332.59,800055.9582
683.54,234.82,910.44,660.02,1296787.945
575.09,501.73,515.09,751.8,596798.0162
251.96,491.61,482.99,565.63,297328.8117
826.07,577.91,560.61,633.38,997308.597
884.31,264,440.51,404.29,976457.5262
633.14,203.9,959.15,392.4,1321227.382
962.68,101.06,846.11,679.95,1643334.865
705.36,954.46,717.86,883.65,1013739.359
498.47,811.82,244.92,426.4,308884.5473
359.63,157.05,793.55,790.73,759846.0694
887.43,530.99,613.78,993.75,1165251.643
430.46,968.1,955.11,290.2,1097821.124
735.73,772.34,845.07,326.54,1255768.478
219.75,171.25,695.85,545.31,533042.595
724.78,868.5,795.73,406.12,1158898.401
504.97,954.32,153.53,225.24,278791.4018
147.27,300.6,465.53,825.17,239231.8038
931.24,155.56,483.01,974.05,1101480.648
158.95,129.08,645.75,298.34,442556.505
808.97,860.64,550.94,907.6,958874.9445
428.54,696.35,587.45,676.36,529420.3941
869.68,154.08,181.29,988.97,790198.3365
333.05,782.57,757.61,960.14,685855.3546
531.5,275.04,805.11,727.97,931422.3321
668.04,709.11,350.58,798.07,569981.848
648.42,605.6,289.37,806.47,504989.9633
563.24,594.8,725.31,714.12,844028.0137
596.05,774.86,756.96,350.04,928614.0841
217.17,686.03,435.61,692.21,237611.091
320.2,688.53,130.11,463.75,119920.4021
535.25,920.94,379.68,869.19,431518.6549
851.4,990.96,289.59,638.18,809382.5081
384.06,551.16,452.56,833.83,353146.4672
272.29,238.6,619.02,938.7,458266.3045
602.08,917.68,993.25,813.47,1349859.359
680.2,490.34,372.45,603.69,601994.7325
282.44,590.71,182.54,405.7,113498.9052
396.77,218.12,107.94,289.69,169367.1665
504.51,178.69,159.5,160.97,280131.5601
687.99,387.02,556.99,283.71,783851.8102
326.07,779.19,874.12,967.94,871375.3593
736.9,908.75,854.25,430.56,1273195.233
351.67,421.1,247.83,429.66,185521.1578
267.94,140.41,528.39,310.21,351298.0457
981.43,504.32,193.39,438.12,1001042.657
627.16,458.39,384.9,728.24,542205.9156
412.1,506.54,665.74,364.48,613400.6376
221.81,267.11,329.23,685.06,158277.129
816.05,980.55,906.29,735.46,1488034.627
652.22,278.55,795.28,536.62,1058397.827
876.47,260.58,444.07,559.91,965957.7358
777.2,651.33,790.27,610.43,1229176.943
623.16,714,680.04,843.53,851626.3172
228.1,634.82,284.12,720.19,133473.9744
860.79,865.34,812.09,366.91,1400816.502
984.99,427.12,892.18,665.7,1766856.153
346.4,605.62,206.95,407.8,163229.0625
800.17,782.53,291.75,817.06,726207.1514
129.83,666.04,691.93,640.28,496263.2338
201.89,976.31,398.52,152.42,199730.1825
353.82,150.35,144.51,374.91,146446.6425
376.54,162.1,217.15,777.08,189713.5741
863.81,764.91,980.14,137.19,1706979.326
281.25,742.2,825.92,987.08,762232.4889
711.55,843.62,560.18,765.32,820870.3549
386.31,393.8,953.89,328.91,1059470.458
131.75,997.66,248.36,769.24,79809.9921
569.69,840.67,569.51,910.51,649798.8462
757.04,277.03,748.55,727.75,1134164.414
798.04,177.98,851.18,734.82,1362110.054
983.24,373.67,112.62,675.6,980119.762
572.58,633.92,463.3,729.21,543223.9564
977.03,293.96,288.18,152.98,1037788.313
448.15,507.96,223.33,405.17,251119.8814
686.11,442.28,362.7,654.12,602952.3421
631.18,457.13,251.09,325.89,461760.2705
518.73,619.08,545.4,876.75,567418.7229
259.27,311.92,667.75,165.43,513276.4254
768.15,286.27,967.25,523.34,1526150.325
757.71,601.8,196.32,606.85,613272.8365
742.29,842.21,204.14,826.85,593494.4337
712.47,842.33,182.52,893.27,541820.3213
581.44,926.32,772.18,172.34,934506.766
469.4,871.61,177.95,849.03,252851.5925
913.15,982.87,224.37,489.76,884674.5794
462.31,409.04,572.73,568.02,542318.209
950.4,724.71,995.16,329.31,1893932.896
629.46,437.51,439.18,895.6,589994.564
749.41,489.26,293.44,129.54,647851.9217
375.76,520.7,918.24,151.72,984511.9952
913.59,687.4,252.17,188.08,898424.477
526.09,264.35,989.37,591.21,1256214.895
687.18,719.06,189.38,507.7,508588.8368
527.97,484.56,733.54,354.15,817187.4025
200.3,555.2,273.89,991.37,116127.1921
570.03,860.89,636.08,606.67,730138.6373
180.33,209.99,591.65,917.62,383486.2514
912.87,207.18,712.98,421.73,1342093.847
383.29,294.29,681.73,426.45,612093.467
597.41,446.36,825.32,258.27,1038310.081
186.69,996.16,232.14,754.12,89496.2557
163.67,462.64,264.88,402.17,97351.4533
339.16,619.5,876.65,225.42,883770.1481
469.01,518.88,774.68,888.32,820987.8025
168.52,743.97,410.3,669.47,197414.5504
247.71,657.78,922.25,760.19,912665.4966
976.05,611.87,509.87,225.84,1212866.859
920.91,767.17,110.48,145.13,860426.1885
881.07,162.26,786.43,512.78,1395269.27
917.82,115.79,247.92,382.75,904240.6288
435.71,872.51,153.48,749.64,214148.9545
624.06,263.99,383.12,552.56,536784.378
334.56,603.52,904.9,281.74,931056.1436
618.9,693.28,686.21,592.75,854514.1241
712.11,343.91,497.09,323.44,754522.5602
383.43,467.55,841.78,272.58,855884.7133
348.29,447.18,304.22,605.07,214460.8025
295.9,600.73,650.26,501.98,510896.8576
574.61,188.27,649.93,358.66,752944.317
889.36,272.79,357.31,887.96,919519.6057
408.39,840.04,403.29,112.66,329537.8762
485.81,739.04,506.45,627.27,493130.2286
155.74,553.6,189.61,390.56,60597.4597
891.06,293.49,500.78,373.93,1045142.462
790.5,778.07,847.47,214.9,1343310.551
557.47,971.95,436.96,517.05,502223.8925
165.85,436.01,646.6,568.92,446166.7025
634.74,726.2,987.54,614.97,1378745.089
739.11,674.59,530.82,823.84,828877.3045
845.49,990.58,155.72,339.87,739441.9285
766.51,831.6,553.81,526.64,894769.7362
588.46,929.75,806.9,577.02,997949.8016
329.63,934.12,200,613.86,149269.7969
227.34,458.93,268.92,271.8,124273.242
702.23,907.36,221.1,843.88,542856.0629
639.1,920.39,935.54,960.3,1284644.202
350.08,728.47,563.73,183.47,440530.9893
615.77,985.35,662.03,648.76,818105.1738
285.17,641.37,980.75,779.58,1043972.071
205.23,576.39,417.87,279.92,217014.6098
182.58,952.97,540.02,951.27,325908.3268
211.39,289.35,715.93,615.28,557856.777
699.26,169.47,977.79,946.82,1445984.652
810.92,969.95,855.18,353.45,1389277.529
452.39,341.34,921.18,345.26,1053574.565
240.43,249.93,248.01,789.06,120104.605
513.16,860.7,715.89,968.42,776800.0977
888.87,858.73,288.31,207.72,873420.253
711.58,969.32,155.31,320.94,530788.2325
971.17,194.67,955.25,422.11,1856095.841
332.62,402.56,373.48,210.11,250333.4848
475.3,329.87,624.79,285.99,616558.6241
796.98,414.51,500.61,613.83,886401.3225
375.57,709.42,736.11,778.85,683689.607
453.22,884.45,908.21,733.92,1030987.693
153.48,608,930.71,230.33,890007.5445
465.23,228.5,262.85,919.42,286448.4954
965.57,396.55,133.27,595.01,950681.3278
509.4,697.45,229.8,101.55,312397.95
182.52,951.18,263.05,599.5,103108.3529
497.62,357.62,883.43,114.29,1028188.519
361.79,357.39,335.95,849.7,244604.1066
123.08,156.17,862.19,174.65,758694.9325
866.97,264.86,958.16,982.92,1670690.487
594.2,665.3,693.87,345.7,834874.9169
927.57,899.44,726.37,446.89,1388446.372
316.44,401.54,495.34,801.11,346297.0992
341.99,618.04,777.64,983.15,722664.2797
655.91,677.16,948.22,735.16,1330074.257
913.62,569.82,381.85,878.95,981389.8769
868.16,280.99,995.68,578.08,1745658.528
972.95,865.39,348.13,901.26,1068727.459
331.96,747.04,676.02,657.63,567858.112
499.54,884.06,334.39,743.91,362100.7937
515.38,406.66,573.29,653.36,594931.3285
897.25,403.32,926.22,118.17,1663059.221
544.73,900.1,693.56,965.88,778722.1265
867.33,414.79,479.53,350.37,982560.7198
400.5,589.2,154.35,716.03,184940.2025
636.1,883.99,253.55,732.52,469643.3325
764.41,255.73,854.37,120.93,1314391.675
975.81,281.53,740.93,391.33,1501573.751
632.35,362.58,819.67,375.64,1072101.071
180.92,293.29,589.88,469.75,381160.2108
234.09,425.5,180.15,847.27,88099.4206
892.45,193.49,786.61,741.13,1415963.425
527.91,410.67,763.15,535.07,861621.9606
642.89,912.58,335.36,104.69,525878.5717
538.07,876.34,315.95,245.36,389589.0874
703.87,972.95,369.91,245.93,632512.315
283.2,952.29,163.56,847.08,107801.1936
729.75,211.52,572.89,412.57,861150.5846
863.57,290.86,946.53,810.03,1642482.216
258.22,275.95,234.62,946.12,122670.2328
500.33,869.17,203.57,554.81,292325.6638
799.73,367.07,678.11,733.53,1100134.775
957.36,495.85,815.02,456.77,1581252.54
863.52,264.6,235.57,902.41,802062.4253
227.57,813.1,287.08,487.34,134690.3713
714.74,703.1,460.04,847.96,723338.0292
414.78,941.74,685.15,990.16,642463.1309
239.63,517.55,339.73,681.01,173520.0198
417.47,644.74,248.59,302.49,236380.679
201.17,455.53,137.15,127.48,59406.9714
329.79,810.41,256.85,911.52,175644.8866
521.3,342.06,103.97,311.88,282875.3309
723.29,127.36,856.49,583.05,1257306.594
519.75,133.64,746.3,631.77,827735.5225
911.33,311.91,263.3,985.45,900834.7089
679.51,581.13,164.55,666.94,489477.4826
150.45,630.21,178.77,692.55,55286.4654
553.52,237.04,705.46,588.58,804646.782
372.7,357.7,865.6,619.49,888788.14
387.65,705.2,807.89,145.06,803103.8346
168.75,412.52,694.24,293.38,510739.1201
764.82,682.24,615.72,539.09,964599.8408
737.53,892.89,157.06,104.16,568722.5045
579.46,858.9,576.4,495.18,668506.0316
982.13,261.46,372.32,375.15,1103576.669
530.07,658.03,313.49,114.66,379364.845
286.49,370.41,678.48,389.31,542800.9405
942.32,796.18,375.23,784.9,1029549.435
994.13,114.95,910.11,700.68,1817295.349
177.38,865.25,266.1,453.34,102726.2144
868.37,788.9,554.11,299,1061403.349
334.37,618.58,944.99,364.09,1005173.487
556.26,647.86,508.59,432.07,568521.0457
905.42,252.34,375.05,877.86,961325.7389
231.87,490.48,272.66,871,128978.1725
170.17,769.75,361.2,472.21,159895.4789
736.73,988.91,675.6,813.02,1000019.473
798.88,447.89,552.57,413.28,943956.1393
487.7,124.04,851.06,888.77,963043.1836
238.96,746.91,565.47,202.92,377061.1225
336.43,210.51,264.18,607.5,183583.7173
107.53,254.94,583.66,845.72,353067.4165
119.72,175.45,932.95,141.14,884869.7209
561.45,899.01,573.23,371.09,644189.8254
530.62,780.22,969.99,434.89,1222873.075
696.97,265.28,372.82,691.61,625453.5433
671.92,855.42,539.61,302.1,742957.5385
666.08,871.44,272.26,109.23,517897.304
972.43,811.66,485.79,989.11,1182601.139
624.77,714.2,878.44,460.75,1162455.137
314.48,486.29,997.89,562.5,1095244.623
570.64,469.86,625.63,476.71,717519.6165
974.61,301.99,480.22,220.01,1180695.911
510.11,805.01,281.61,587.6,340104.0042
133.62,616.89,499.97,653.76,268478.0653
338.32,314.99,235.73,291.64,170320.6953
674.97,396.98,721.64,340.87,976689.6605
256.56,231.67,218.21,558.78,113997.4177
282.18,597.62,524.92,824.32,355990.8788
273.26,805.48,751.83,909.85,640829.2265
732.61,502.78,630.69,575.04,935062.3282
216.27,320.3,811.22,702.92,705553.5213
698.75,592.03,117.94,510.62,502672.0261
819.89,597.5,542.36,818.93,967192.9117
611.21,897.49,487.87,140.97,611735.771
767.11,620.08,831.27,682.95,1280150.515
311.55,215.49,387.99,247.82,247847.4626
207.75,742.99,863.69,947.18,790067.6586
800.81,405.39,412.51,384.76,811845.9162
642.82,800.94,302.74,909.45,505778.51
718.92,880.79,593.35,611.54,869521.7289
309.92,491.13,433.18,984.11,284679.4288
422.72,570.98,849.56,298.88,900743.272
612.35,560.52,235.21,574.97,430871.2366
263.33,273.34,140.09,178.77,89146.667
375.12,337.85,100.75,360.87,151226.4469
434.16,804.28,194.94,860.95,227357.4592
967.24,375.05,497.93,373.61,1183861.113
747.83,430.11,860.97,998.14,1301517.19
713.58,341.75,338.67,138.77,624032.5553
711.58,317.68,458.77,827.82,717643.8293
733.01,362.3,349.14,675.58,659877.9797
580,763.78,999.6,876.89,1336477.05
184.58,476.17,907.55,624.22,858340.9989
247.51,515.81,262.44,978.57,131114.5237
351.3,254.51,798.07,655.42,760982.8349
